BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
110240019426,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""БУРЛИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,273620100,г. Аксай,310,Крупная организация (501 - 1000 чел.)
911040000150,"ТОО ""КВАНТ""",47192,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",271010000,г. Уральск,310,Крупная организация (501 - 1000 чел.)
930240000268,"ТОО ""КАРАТ""",46431,Оптовая торговля электробытовой техникой,271010000,г. Уральск,310,Крупная организация (501 - 1000 чел.)
930440000017,"АО ""ТАЛАП""",86101,Деятельность больниц широкого профиля и специализированных больниц,271010000,г. Уральск,310,Крупная организация (501 - 1000 чел.)
931240000042,"АО ""УРАЛЬСКИЙ ЗАВОД ""ЗЕНИТ""",30110,Строительство кораблей и плавучих конструкций,271010000,г. Уральск,310,Крупная организация (501 - 1000 чел.)
970340003085,"ТОО ""ЖАИКМУНАЙ""",06100,Добыча сырой нефти и попутного газа,271010000,г. Уральск,310,Крупная организация (501 - 1000 чел.)
971241004860,"ФИЛИАЛ ""УПРАВЛЕНИЕ МАГИСТРАЛЬНЫХ ГАЗОПРОВОДОВ ""УРАЛЬСК"" АКЦИОНЕРНОГО ОБЩЕСТВА ""ИНТЕРГАЗ ЦЕНТРАЛЬНАЯ АЗИЯ""",49500,Транспортирование по трубопроводу,271010000,г. Уральск,310,Крупная компания (501 - 1000 чел.)
980641000643,"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""КАЗАХТЕЛЕКОМ""",61100,Проводная телекоммуникационная связь,271010000,г. Уральск,310,Крупная организация (501 - 1000 чел.)
981240002662,"ТОО ""ЛИГАБУЕ ЦЕНТРАЛЬНАЯ АЗИЯ""",56290,Прочие виды организации питания,273620100,г. Аксай,310,Крупная организация (501 - 1000 чел.)
990741002655,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ӨРТ СӨНДІРУШІ"" ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",84250,Деятельность по обеспечению безопасности в чрезвычайных ситуациях,271010000,г. Уральск,310,Крупная компания (501 - 1000 чел.)
БИН,Наименование предприятия,ОКЭД,Отрасль деятельности,КАТО,Населённый пункт,КРП,Размер предприятия
000241004857,"АКСАЙСКИЙ ФИЛИАЛ ОБЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЛАГМАН""",43210,Электротехнические и монтажные работы,273620100,г. Аксай,305,Крупная компания (251 - 500 чел.)
000340002869,"ГОС. УЧРЕЖДЕНИЕ ""ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
000440002604,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ГОРОДСКАЯ СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86900,Прочая деятельность по охране здоровья,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
000841003187,"ФИЛИАЛ ""САЙПАР ДРИЛЛИНГ КОМПАНИ Б.В. КАРАЧАГАНАК ПРОДЖЕКТ""",09100,Техническая поддержка при добыче нефти и природного газа,273620100,г. Аксай,305,Крупное предприятие (251 - 500 чел.)
010140001756,"ТОО ""МЕДИЦИНСКИЙ ЦЕНТР""",86101,Деятельность больниц широкого профиля и специализированных больниц,271010000,г. Уральск,305,Крупная компания (251 - 500 чел.)
010340003521,"ТОО ""УРАЛТЕХСЕРВИС""",49311,Перевозки автобусами,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
010341002320,"ЗАПАДНО-КАЗАХСТАНСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SEMSER SECURITY""",80100,Деятельность частных охранных служб,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
010440002215,"ГОС. УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 2029"" ПОГРАНИЧНОЙ СЛУЖБЫ КОМИТЕТА НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
011241002895,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""КАЗАКСТАН ТЕМIР ЖОЛЫ""- ""УРАЛЬСКОЕ ЭКСПЛУАТАЦИОННОЕ ВАГОННОЕ ДЕПО""",49100,"Пассажирский железнодорожный транспорт, междугородний",271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
011241002934,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ"" ""УРАЛЬСКАЯ ДИСТАНЦИЯ ПУТИ""",49100,"Пассажирский железнодорожный транспорт, междугородний",271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
011241008646,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ""-""УРАЛЬСКОЕ ОТДЕЛЕНИЕ ДОРОГИ""",49100,"Пассажирский железнодорожный транспорт, междугородний",271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
020740001769,"ТОО ""ОРИОНСТРОЙСЕРВИС""",41201,Строительство жилых зданий,271010000,г. Уральск,305,Крупная компания (251 - 500 чел.)
031241004220,"ФИЛИАЛ ""ИНЖЕНЕРНО-ТЕХНИЧЕСКИЙ ЦЕНТР"" АКЦИОНЕРНОГО ОБЩЕСТВА ""ИНТЕРГАЗ ЦЕНТРАЛЬНАЯ АЗИЯ""",43299,Пуск и наладка смонтированного оборудования,271034100,п. ЖЕЛАЕВО,305,Крупное предприятие (251 - 500 чел.)
031241008560,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ЛОКОМОТИВ""- УРАЛЬСКОЕ ЭКСПЛУАТАЦИОННОЕ ЛОКОМОТИВНОЕ ДЕПО""",52211,Эксплуатация железных дорог,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
040840001727,"ТОО ""ГИДРОМАШ-ОРИОН-МЖБК""",23611,Производство сборных железобетонных и бетонных конструкций и изделий,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
050440005023,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АҚСАЙЖЫЛУҚУАТ"" АКИМАТА БУРЛИНСКОГО РАЙОНА",36000,"Сбор, обработка и распределение воды",273620100,г. Аксай,305,Крупное предприятие (251 - 500 чел.)
051040000172,"АО ""ЗАПАДНО-КАЗАХСТАНСКАЯ КОРПОРАЦИЯ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ""",23613,Производство силикатного кирпича,271035100,п. ЗАЧАГАНСК,305,Крупная компания (251 - 500 чел.)
060640000160,"АО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ГИДРОПРИБОР""",72190,Прочие исследования и разработки в области естественных наук и инженерии,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
070340001183,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КАРАТОБИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,275030100,с. КАРАТОБЕ,305,Крупное предприятие (251 - 500 чел.)
070340006616,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""СЫРЫМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,275830100,с. ЖЫМПИТЫ,305,Крупное предприятие (251 - 500 чел.)
070341008132,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ""- ""УРАЛЬСКАЯ ДИСТАНЦИЯ СИГНАЛИЗАЦИИ И СВЯЗИ""",61100,Проводная телекоммуникационная связь,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
070440006283,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ДЖАНГАЛИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ, АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""",86101,Деятельность больниц широкого профиля и специализированных больниц,274030100,с. ЖАНГАЛА,305,Крупное предприятие (251 - 500 чел.)
070640005371,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КАЗТАЛОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""",86101,Деятельность больниц широкого профиля и специализированных больниц,274830100,с. КАЗТАЛОВКА,305,Крупное предприятие (251 - 500 чел.)
070740002727,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЗЕЛЕНОВСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,274431100,с. ДАРЬИНСКОЕ,305,Крупное предприятие (251 - 500 чел.)
070740006145,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АКЖАИКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,273230100,с. ЧАПАЕВ,305,Крупное предприятие (251 - 500 чел.)
070740006234,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЗЕЛЕНОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,274430300,с. КАЛИНИНСКОЕ,305,Крупное предприятие (251 - 500 чел.)
070740006254,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ТЕРЕКТИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,276230100,с. ФЕДОРОВКА,305,Крупное предприятие (251 - 500 чел.)
070740006294,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КАЗТАЛОВСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО -КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,274843100,с. ЖАЛПАКТАЛ,305,Крупное предприятие (251 - 500 чел.)
070740006313,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЧИНГИРЛАУСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,276630100,с. ЧИНГИРЛАУ,305,Крупное предприятие (251 - 500 чел.)
071140005920,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""БОКЕЙОРДИНСКАЯ РАЙОННАЯ ЦЕНТРАЛЬНАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,275430100,с. САЙХИН,305,Крупное предприятие (251 - 500 чел.)
080240011036,"ТОО ""КАЗАРМАПРОМ""",28140,Производство прочих кранов и вентилей,271010000,г. Уральск,305,Крупная компания (251 - 500 чел.)
080440019247,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЗАПАДНО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ ЦЕНТР САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКОЙ ЭКСПЕРТИЗЫ"" КОМИТЕТА ГОСУДАРСТВЕННОГО САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКОГО НАДЗОРА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",71201,Деятельность санитарно-эпидемиологических учреждений,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
080740006385,"ЧАСТНОЕ ВЫСШЕЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЗАПАДНО-КАЗАХСТАНСКИЙ ИНЖЕНЕРНО-ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ""",85420,Высшее образование,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
090140001007,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86102,Деятельность родильных домов,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
090140001087,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
090240000260,"ТОО ""НУРГАЗКУРЫЛЫС""",68200,Аренда и эксплуатация собственной или арендуемой недвижимости,273620100,г. Аксай,305,Крупная компания (251 - 500 чел.)
091041015656,"ФИЛИАЛ ""УРАЛЬСКОЕ ЛОКОМОТИВОРЕМОНТНОЕ ДЕПО"" ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ҚАМҚОР ЛОКОМОТИВ""",33171,Ремонт подвижного состава железных дорог,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
100840003727,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №5"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86210,Общая врачебная практика,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
101240016998,"ГОС. УЧРЕЖДЕНИЕ ""КАНЦЕЛЯРИЯ ЗАПАДНО-КАЗАХСТАНСКОГО ОБЛАСТНОГО СУДА ДЕПАРТАМЕНТА ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ СУДОВ ПРИ ВЕРХОВНОМ СУДЕ РЕСПУБЛИКИ КАЗАХСТАН (АППАРАТА ВЕРХОВНОГО СУДА РЕСПУБЛИКИ КАЗАХСТАН)""",84230,Деятельность в области юстиции и правосудия,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
110340002524,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНАЯ ДЕТСКАЯ МНОГОПРОФИЛЬНАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,271035100,п. ЗАЧАГАНСК,305,Крупное предприятие (251 - 500 чел.)
111241021076,"""ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ ""ЦЕНТР ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ"" ПО ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ""",84112,Деятельность региональных органов управления,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
130141016586,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАЗАХСТАНСКО-КИТАЙСКАЯ БУРОВАЯ КОМПАНИЯ ""ВЕЛИКАЯ СТЕНА"" В ГОРОДЕ УРАЛЬСК",09100,Техническая поддержка при добыче нефти и природного газа,271010000,г. Уральск,305,Крупное предприятие (251 - 500 чел.)
