BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
020240003916,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""УЙГУРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА "" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,196630100,с. ЧУНДЖА,310,Крупная организация (501-1000 чел.)
020240003926,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КОКСУСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ.",86101,Деятельность больниц широкого профиля и специализированных больниц,194830100,п. БАЛПЫК,310,Крупная организация (501-1000 чел.)
020240003946,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЕСКЕЛЬДИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,196430100,п. КАРАБУЛАК,310,Крупная организация (501-1000 чел.)
020240004131,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АЛАКОЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,193420100,г. Ушарал,310,Крупная организация (501-1000 чел.)
020240004161,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""САРКАНДСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,196020100,г. Сарканд,310,Крупная организация (501-1000 чел.)
020240004191,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА КАРАТАЛЬСКОГО РАЙОНА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,195020100,г. УШТОБЕ,310,Крупная организация (501-1000 чел.)
020240004250,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АКСУСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,193230100,п. ЖАНСУГУРОВ,310,Крупная организация (501-1000 чел.)
020240004627,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""РАЙЫМБЕКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЯ ЗДРАВОХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,195830100,с. КЕГЕН,310,Крупная организация (501-1000 чел.)
030241004129,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА "" КЕДЕНТРАНССЕРВИС"" ПО СТАНЦИИ ДОСТЫК",52291,Транспортно-экспедиционные услуги,193443100,п. ДОСТЫК,310,Крупная компания (501-1000 чел.)
030841005109,"АЛМАТИНСКИЙ ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ИНОСТРАННОГО ПРЕДПРИЯТИЯ ""ЭФЕС КАЗАХСТАН""",11050,Производство пива,195233100,с. БЕРЕКЕ,310,Крупная компания (501-1000 чел.)
031141004554,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ЛОКОМОТИВ"" ""МАТАЙСКОЕ ЭКСПЛУАТАЦИОННОЕ ЛОКОМОТИВНОЕ ДЕПО""",49200,Грузовой железнодорожный транспорт,193269100,п. МАТАЙ,310,Крупная компания (501-1000 чел.)
040440000348,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕСТВЕННОСТЬЮ ""ФИЛИП МОРРИС КАЗАХСТАН""",12002,Производство табачных изделий,196830100,п. ОТЕГЕН БАТЫРА,310,Крупная организация (501-1000 чел.)
050440001209,"ТОО ""КОМПАНИЯ ФУДМАСТЕР-ТРЭЙД""",46909,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации,196249100,с. ГУЛЬДАЛА,310,Крупная организация (501-1000 чел.)
051140002388,"ТОО ""CLEAN LINE"" (""КЛИН ЛАЙН"")",81210,Общая уборка зданий,196220100,г. Талгар,310,Крупная организация (501-1000 чел.)
051140002447,"ТОО ""КАЙНАР-АКБ""",27200,Производство батарей и аккумуляторов,191010000,г. Талдыкорган,310,Крупная организация (501-1000 чел.)
060340004816,"ТОО ""ВОСТОЧНОЕ РУДОУПРАВЛЕНИЕ""",08111,Добыча декоративного и строительного камня,194275100,п. УЛЬКЕН,310,Крупная организация (501-1000 чел.)
060440002497,"ТОО ""KAGAZY RECYCLING""",17212,Производство бумажной и картонной тары,195253200,с. АБАЙ,310,Крупная организация (501-1000 чел.)
060740001737,"АО ""GALANZ BOTTLERS""",11070,Производство минеральных вод и других безалкогольных напитков,196847100,с. БАЙСЕРКЕ,310,Крупная компания (501-1000 чел.)
070440001301,"ТОО ""ДЖЕЙ ТИ АЙ КАЗАХСТАН""",12002,Производство табачных изделий,196847100,с. БАЙСЕРКЕ,310,Крупная компания (501-1000 чел.)
081140016724,"АО ""КАЗРОС-БРОЙЛЕР""",01471,"Разведение птицы на мясо, племенной птицы и молодняка",196630100,с. ЧУНДЖА,310,Крупная компания (501-1000 чел.)
081240016416,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АЛМАТИНСКИЙ ОБЛАСТНОЙ ЦЕНТР САНИТАРНО - ЭПИДЕМИОЛОГИЧЕСКОЙ ЭКСПЕРТИЗЫ"" КОМИТЕТА ГОСУДАРСТВЕННОГО САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКОГО НАДЗОРА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН""",71201,Деятельность санитарно-эпидемиологических учреждений,191010000,г. Талдыкорган,310,Крупная организация (501-1000 чел.)
100240018397,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ТАЛГАРСКОГО РАЙОНА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,196220100,г. Талгар,310,Крупная организация (501-1000 чел.)
100240023650,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЕНБЕКШИКАЗАХСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ.",86210,Общая врачебная практика,194020100,г. Есик,310,Крупная организация (501-1000 чел.)
100340003293,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖАМБЫЛСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,194230100,с. УЗЫНАГАШ,310,Крупная организация (501-1000 чел.)
100340010028,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ПАНФИЛОВСКОГО РАЙОНА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86210,Общая врачебная практика,195620100,г. Жаркент,310,Крупная организация (501-1000 чел.)
100540016535,"ТОО ""АЛАТАУ-ҚҰС""",01473,"Производство смешанное, мясо-яичное",196855100,с. ЧАПАЕВО,310,Крупная компания (501-1000 чел.)
110140002071,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КАНЦЕЛЯРИЯ АЛМАТИНСКОГО ОБЛАСТНОГО СУДА ДЕПАРТАМЕНТА ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ СУДОВ ПРИ ВЕРХОВНОМ СУДЕ РЕСПУБЛИКИ КАЗАХСТАН (АППАРАТА ВЕРХОВНОГО СУДА РЕСПУБЛИКИ КАЗАХСТАН)""",84230,Деятельность в области юстиции и правосудия,191010000,г. Талдыкорган,310,Крупная организация (501-1000 чел.)
111141001389,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ"" - ""ДОСТЫКСКОЕ ЭКСПЛУАТАЦИОННОЕ ВАГОННОЕ ДЕПО""",49200,Грузовой железнодорожный транспорт,193443100,п. ДОСТЫК,310,Крупная организация (501-1000 чел.)
111240015991,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КЕРБУЛАКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,194630100,п. САРЫОЗЕК,310,Крупная организация (501-1000 чел.)
130140003211,"ТОО ""PREMIUM LOGISTIC ASIA"" (ПРЕМИУМ ЛОГИСТИК АЗИЯ)",52103,Складирование и хранение продовольственных товаров,196833100,с. МУХАМЕТЖАН ТУЙМЕБАЕВА,310,Крупная компания (501-1000 чел.)
720140000022,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""РЕСПУБЛИКАНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН""",86101,Деятельность больниц широкого профиля и специализированных больниц,196255300,с. АКТАС,310,Крупная организация (501-1000 чел.)
940140001175,"АО ""АКСУ""",41201,Строительство жилых зданий,195220100,г. Каскелен,310,Крупная компания (501-1000 чел.)
960640000189,"АО ""ДОРОЖНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №13""",42110,Строительство дорог и автомагистралей,194020100,г. Есик,310,Крупная компания (501-1000 чел.)
960840002423,"ТОО ""ИНОСТРАННОЕ ПРЕДПРИЯТИЕ ""ХАМЛЕ КОМПАНИ ЛТД""",10720,"Производство сухарей и печенья; производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения",195220100,г. Каскелен,310,Крупная организация (501-1000 чел.)
970440000282,"ТОО ""ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""КАЗАХСТАН ТЕКСТИ-ЛАЙН""",13300,Производство готовых текстильных изделий,196220100,г. Талгар,310,Крупная организация (501-1000 чел.)
980240000900,"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ПЛЕМЗАВОД ""АЛМАТЫ""",01500,Смешанное сельское хозяйство,196220100,г. Талгар,310,Крупная организация (501-1000 чел.)
980340000191,"АО ""АЛЕЛЬ АГРО""",01473,"Производство смешанное, мясо-яичное",194067100,с. БАЙТЕРЕК,310,Крупная компания (501-1000 чел.)
990140003041,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕТЫСУСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ИЛЬЯСА ЖАНСУГУРОВА"" МИНИСТЕРСТВА ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ КАЗАХСТАН",85420,Высшее образование,191010000,г. Талдыкорган,310,Крупная организация (501-1000 чел.)
990240006664,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ""АЛМАТИНСКАЯ МНОГОПРОФИЛЬНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА"" "" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМА АЛМАТИНСКОЙ ОБЛАСТИ"" АКИМАТА АЛМАТИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,196830100,п. ОТЕГЕН БАТЫРА,310,Крупная организация (501-1000 чел.)
990540001036,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 32363"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,191610000,г. Капчагай,310,Крупная организация (501-1000 чел.)
990540002642,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 40398"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,193420100,г. Ушарал,310,Крупная организация (501-1000 чел.)
990540003819,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 12740"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,194630100,п. САРЫОЗЕК,310,Крупная организация (501-1000 чел.)
990640000312,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 29108"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,194630100,п. САРЫОЗЕК,310,Крупная организация (501-1000 чел.)
990640004454,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 86621"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,191637100,с. ШЕНГЕЛЬДЫ,310,Крупная организация (501-1000 чел.)
990841000781,"ФИЛИАЛ ""ЮЖНЫЙ-1,2"" АКЦИОНЕРНОГО ОБЩЕСТВА ""СТЕКОЛЬНАЯ КОМПАНИЯ ""САФ""",23132,Производство хозяйственно-бытовых изделий из стекла и стеклянной посуды,196853100,п. ПЕРВОМАЙСКИЙ,310,Крупная компания (501-1000 чел.)
991040002361,"ТОО ""ТЕМИРБЕТОН""",23611,Производство сборных железобетонных и бетонных конструкций и изделий,191010000,г. Талдыкорган,310,Крупная организация (501-1000 чел.)
БИН,Наименование предприятия / компании,ОКЭД,Отрасль деятельности предприятия,КАТО,Населённый пункт,КРП,Размер предприятия / компании
000140000131,"АО ""АГРОПРОМЫШЛЕННАЯ КОМПАНИЯ ""АДАЛ""",10511,"Переработка молока, кроме консервирования, и производство сыров",194047300,с. КОСМОС,305,Крупная компания (251-500 чел.)
000240003536,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АЛМАТИНСКИЙ РЕГИОНАЛЬНЫЙ ТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР""",86101,Деятельность больниц широкого профиля и специализированных больниц,196233900,с. ЧИМБУЛАК,305,Крупное предприятие (251-500 чел.)
000240006362,"ТОО ""РЫБПРОМ""",10200,"Переработка и консервирование рыбы, ракообразных и моллюсков",196830100,п. ОТЕГЕН БАТЫРА,305,Крупное предприятие (251-500 чел.)
000440003177,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ОБЛАСТНОЙ ТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР"" Г. ТАЛДЫКОРГАН",86101,Деятельность больниц широкого профиля и специализированных больниц,191010000,г. Талдыкорган,305,Крупное предприятие (251-500 чел.)
000540003205,"ТОО ""ZHERSU POWER""",27200,Производство батарей и аккумуляторов,191010000,г. Талдыкорган,305,Крупная компания (251-500 чел.)
000740002239,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ ""ОБЛАСТНОЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР Г.ТАЛДЫКОРГАН""",86102,Деятельность родильных домов,191010000,г. Талдыкорган,305,Крупное предприятие (251-500 чел.)
001240000801,"ТОО ""ИНВЕСТ КАПИТАЛ РИЭЛТИ""",52102,"Складирование и хранение непродовольственных товаров, кроме зерна",196853100,п. ПЕРВОМАЙСКИЙ,305,Крупное предприятие (251-500 чел.)
010240003141,"ТОО ""ЭНЕРГО-РЭМ""",41100,Разработка строительных проектов,191010000,г. Талдыкорган,305,Крупное предприятие (251-500 чел.)
010440005809,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 54179"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,191610000,г. Капчагай,305,Крупное предприятие (251-500 чел.)
010840003143,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""УШАРАЛЬСКАЯ РАЙОННАЯ ЭКСПЛУАТАЦИОННАЯ ЧАСТЬ"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",68320,Управление недвижимостью за вознаграждение или на договорной основе,193420100,г. Ушарал,305,Крупное предприятие (251-500 чел.)
010940001963,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""САРЫОЗЕКСКАЯ РАЙОННАЯ ЭКСПЛУАТАЦИОННАЯ ЧАСТЬ"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",68320,Управление недвижимостью за вознаграждение или на договорной основе,194630100,п. САРЫОЗЕК,305,Крупное предприятие (251-500 чел.)
010940003672,"ТОО ""ТК МЕТАКОН""",25111,Производство строительных стальных конструкций,191010000,г. Талдыкорган,305,Крупное предприятие (251-500 чел.)
011040007645,"ТОО ""ЖАРТАС""",08121,Разработка гравийных и песчаных карьеров,194255200,с. ТАНБАЛЫТАС,305,Крупное предприятие (251-500 чел.)
011241008130,"ФИЛИАЛ ЗАКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ"" ""КАЗАКСТАН ТЕМІР ЖОЛЫ""-""БЕСКОЛЬСКАЯ ДИСТАНЦИЯ ПУТИ""",49200,Грузовой железнодорожный транспорт,193439200,с. БЕСКОЛЬ,305,Крупная компания (251-500 чел.)
020140015371,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КАЗАХСТАНСКИЙ МИРОТВОРЧЕСКИЙ БАТАЛЬОН""",84220,Оборонная деятельность,191610000,г. Капчагай,305,Крупное предприятие (251-500 чел.)
020240003798,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКАЯ БОЛЬНИЦА Г. ТЕКЕЛИ""",86101,Деятельность больниц широкого профиля и специализированных больниц,192610000,г. Текели,305,Крупное предприятие (251-500 чел.)
020340001854,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ТАЛДЫКОРГАНСКАЯ РАЙОННАЯ ЭКСПЛУАТАЦИОННАЯ ЧАСТЬ"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",68320,Управление недвижимостью за вознаграждение или на договорной основе,191010000,г. Талдыкорган,305,Крупное предприятие (251-500 чел.)
021040004375,"ТОО ""БАЙСЕРКЕ-АГРО""",01111,"Выращивание зерновых и зернобобовых культур, включая семеноводство",196253100,с. ПАНФИЛОВО,305,Крупная компания (251-500 чел.)
021140004458,"ТОО ""ИНФРАЭНЕРГО""",27120,Производство электрораспределительной и регулирующей аппаратуры (без ремонта),191010000,г. Талдыкорган,305,Крупная компания (251-500 чел.)
030240002008,"ТОО ""КНАУФ ГИПС КАПЧАГАЙ. ПРЕДПРИЯТИЕ С УЧАСТИЕМ ДЭГ-ДОЙЧЕ ИНВЕСТИЦИОНС УНД ЭНТВИКЛУНГСГЕЗЕЛЬШАФТ МБХ""",23620,Производство изделий из гипса для строительных целей,191633100,с. ЗАРЕЧНОЕ,305,Крупное предприятие (251-500 чел.)
